Ac-No,Name,sTime,Verify Mod,Machine,Exception
29,29,11/21/2018 07:45,Fingerpint,2,70109
40,40,11/21/2018 08:03,Fingerpint,2,
9,9,11/21/2018 08:25,Fingerpint,2,
61,61,11/21/2018 08:30,Fingerpint,2,
40,40,11/21/2018 16:57,Fingerpint,2,
29,29,11/21/2018 17:16,Fingerpint,2,70109
61,61,11/21/2018 17:16,Fingerpint,2,
9,9,11/21/2018 17:34,Fingerpint,2,
