Ac-No,Name,sTime,Verify Mod,Machine,Exception
4,4,7/21/2018 8:18,Fingerpint,1,
4,4,7/23/2018 8:31,Fingerpint,1,
4,4,7/24/2018 8:28,Fingerpint,1,
4,4,7/26/2018 8:45,Fingerpint,1,
4,4,7/28/2018 8:55,Fingerpint,1,
5,5,7/20/2018 8:41,Fingerpint,1,
5,5,7/21/2018 8:25,Fingerpint,1,
5,5,7/23/2018 8:45,Fingerpint,1,
5,5,7/24/2018 8:44,Fingerpint,1,
5,5,7/25/2018 8:41,Fingerpint,1,
5,5,7/26/2018 9:22,Fingerpint,1,
5,5,7/28/2018 8:33,Fingerpint,1,
6,6,7/20/2018 8:11,Fingerpint,1,
6,6,7/23/2018 8:13,Fingerpint,1,
6,6,7/23/2018 18:23,Fingerpint,1,
6,6,7/24/2018 8:12,Fingerpint,1,
6,6,7/25/2018 14:52,Fingerpint,1,
6,6,7/25/2018 18:48,Fingerpint,1,
6,6,7/26/2018 8:06,Fingerpint,1,
6,6,7/26/2018 18:44,Fingerpint,1,
6,6,7/28/2018 8:22,Fingerpint,1,
6,6,7/28/2018 12:58,Fingerpint,1,
7,7,7/20/2018 8:34,Fingerpint,1,
7,7,7/21/2018 8:24,Fingerpint,1,
7,7,7/23/2018 8:09,Fingerpint,1,
7,7,7/24/2018 8:35,Fingerpint,1,
7,7,7/28/2018 8:38,Fingerpint,1,
8,8,7/21/2018 8:26,Fingerpint,1,
8,8,7/23/2018 8:06,Fingerpint,1,
8,8,7/24/2018 8:44,Fingerpint,1,
8,8,7/25/2018 8:35,Fingerpint,1,
8,8,7/26/2018 8:11,Fingerpint,1,
8,8,7/28/2018 8:19,Fingerpint,1,
9,9,7/20/2018 8:43,Fingerpint,1,
9,9,7/25/2018 8:22,Fingerpint,1,
13,13,7/20/2018 8:29,Fingerpint,1,
13,13,7/21/2018 8:19,Fingerpint,1,
13,13,7/23/2018 8:33,Fingerpint,1,
13,13,7/25/2018 8:35,Fingerpint,1,
13,13,7/26/2018 8:27,Fingerpint,1,
13,13,7/28/2018 8:29,Fingerpint,1,
14,14,7/20/2018 8:19,Fingerpint,1,
14,14,7/25/2018 8:22,Fingerpint,1,
16,16,7/20/2018 8:29,Fingerpint,1,
16,16,7/21/2018 8:42,Fingerpint,1,
16,16,7/23/2018 8:30,Fingerpint,1,
16,16,7/24/2018 8:39,Fingerpint,1,
16,16,7/25/2018 8:33,Fingerpint,1,
16,16,7/26/2018 8:43,Fingerpint,1,
16,16,7/28/2018 8:37,Fingerpint,1,
24,24,7/20/2018 8:16,Fingerpint,1,
24,24,7/20/2018 18:16,Fingerpint,1,
24,24,7/21/2018 8:02,Fingerpint,1,
24,24,7/21/2018 15:13,Fingerpint,1,
24,24,7/23/2018 7:49,Fingerpint,1,
24,24,7/23/2018 19:26,Fingerpint,1,
