"Ac-No","Name","sTime","Verify Mod","Machine","Exception"
"25","25","06/23/2018 12:47","IDCard","1","0013183023"
"25","25","06/23/2018 12:48","IDCard","1","0013183023"
"25","25","06/23/2018 12:50","Fingerpint","1","0013183023"
"25","25","06/25/2018 08:18","Fingerpint","1","0013183023"
"99999","99999","06/23/2018 12:46","Fingerpint","1",""
