Ac-No,Name,sTime,Verify Mod,Machine,Exception
19,19,07/17/2018 17:37,Fingerpint,2,
19,19,07/18/2018 18:10,Fingerpint,2,
19,19,07/19/2018 17:30,Fingerpint,2,
21,21,07/20/2018 09:44,Fingerpint,2,
29,29,07/17/2018 17:37,Fingerpint,2,70109
29,29,07/18/2018 08:18,Fingerpint,2,70109
29,29,07/18/2018 18:10,Fingerpint,2,70109
29,29,07/19/2018 08:15,Fingerpint,2,70109
29,29,07/19/2018 17:33,Fingerpint,2,70109
29,29,07/20/2018 07:52,Fingerpint,2,70109
29,29,07/20/2018 17:22,Fingerpint,2,70109
40,40,07/17/2018 16:37,Fingerpint,2,
40,40,07/18/2018 08:20,Fingerpint,2,
40,40,07/18/2018 16:35,Fingerpint,2,
40,40,07/19/2018 08:25,Fingerpint,2,
40,40,07/19/2018 16:36,Fingerpint,2,
40,40,07/20/2018 08:11,Fingerpint,2,
40,40,07/20/2018 16:39,Fingerpint,2,
46,46,07/17/2018 17:37,Fingerpint,2,
46,46,07/18/2018 08:20,Fingerpint,2,
46,46,07/18/2018 17:08,Fingerpint,2,
46,46,07/19/2018 08:22,Fingerpint,2,
46,46,07/19/2018 17:09,Fingerpint,2,
46,46,07/20/2018 08:15,Fingerpint,2,
46,46,07/20/2018 17:01,Fingerpint,2,
