Ac-No,Name,sTime,Verify Mod,Machine,Exception
5,5,10/23/2018 8:27,Fingerpint,1,
5,5,10/25/2018 8:24,Fingerpint,1,
5,5,10/26/2018 8:28,Fingerpint,1,
5,5,10/27/2018 8:37,Fingerpint,1,
5,5,10/29/2018 8:06,Fingerpint,1,
5,5,10/30/2018 8:32,Fingerpint,1,
6,6,10/22/2018 7:36,Fingerpint,1,
6,6,10/22/2018 17:48,Fingerpint,1,
6,6,10/23/2018 8:45,Fingerpint,1,
6,6,10/23/2018 18:25,Fingerpint,1,
6,6,10/25/2018 8:07,Fingerpint,1,
6,6,10/25/2018 17:45,Fingerpint,1,
6,6,10/26/2018 8:09,Fingerpint,1,
6,6,10/26/2018 18:10,Fingerpint,1,
6,6,10/29/2018 8:21,Fingerpint,1,
6,6,10/29/2018 18:07,Fingerpint,1,
6,6,10/30/2018 8:09,Fingerpint,1,
6,6,10/31/2018 8:13,Fingerpint,1,
6,6,11/1/2018 8:21,Fingerpint,1,
6,6,11/2/2018 8:14,Fingerpint,1,
6,6,11/2/2018 18:46,Fingerpint,1,
6,6,11/3/2018 8:48,Fingerpint,1,
6,6,11/6/2018 9:21,Fingerpint,1,
6,6,11/7/2018 7:54,Fingerpint,1,
6,6,11/8/2018 8:09,Fingerpint,1,
6,6,11/8/2018 17:39,Fingerpint,1,
6,6,11/9/2018 8:29,Fingerpint,1,
6,6,11/10/2018 8:41,Fingerpint,1,
6,6,11/12/2018 8:16,Fingerpint,1,
6,6,11/13/2018 8:14,Fingerpint,1,
6,6,11/14/2018 8:22,Fingerpint,1,
6,6,11/15/2018 8:30,Fingerpint,1,
6,6,11/19/2018 8:17,Fingerpint,1,
6,6,11/19/2018 17:51,Fingerpint,1,
7,7,10/22/2018 7:37,Fingerpint,1,
7,7,10/23/2018 8:28,Fingerpint,1,
7,7,10/25/2018 8:24,Fingerpint,1,
7,7,10/27/2018 8:31,Fingerpint,1,
7,7,10/29/2018 8:20,Fingerpint,1,
7,7,10/30/2018 8:32,Fingerpint,1,
7,7,11/1/2018 8:36,Fingerpint,1,
7,7,11/5/2018 8:25,Fingerpint,1,
7,7,11/7/2018 8:07,Fingerpint,1,
7,7,11/12/2018 8:25,Fingerpint,1,
7,7,11/13/2018 8:40,Fingerpint,1,
7,7,11/15/2018 8:32,Fingerpint,1,
7,7,11/16/2018 6:08,Fingerpint,1,
9,9,10/22/2018 7:36,Fingerpint,1,
9,9,10/29/2018 8:30,Fingerpint,1,
9,9,11/3/2018 8:46,Fingerpint,1,
9,9,11/7/2018 8:06,Fingerpint,1,
13,13,10/22/2018 7:30,Fingerpint,1,
13,13,10/23/2018 8:27,Fingerpint,1,
13,13,10/25/2018 8:22,Fingerpint,1,
13,13,10/26/2018 8:29,Fingerpint,1,
13,13,10/27/2018 8:43,Fingerpint,1,
13,13,10/30/2018 8:28,Fingerpint,1,
13,13,11/1/2018 8:38,Fingerpint,1,
13,13,11/2/2018 8:32,Fingerpint,1,
13,13,11/3/2018 7:59,Fingerpint,1,
13,13,11/5/2018 8:15,Fingerpint,1,
13,13,11/10/2018 8:14,Fingerpint,1,
13,13,11/12/2018 8:28,Fingerpint,1,
13,13,11/13/2018 8:19,Fingerpint,1,
13,13,11/14/2018 8:25,Fingerpint,1,
13,13,11/15/2018 8:27,Fingerpint,1,
14,14,10/22/2018 7:41,Fingerpint,1,
14,14,10/23/2018 8:27,Fingerpint,1,
14,14,10/26/2018 8:29,Fingerpint,1,
14,14,11/2/2018 8:15,Fingerpint,1,
14,14,11/7/2018 7:59,Fingerpint,1,
14,14,11/14/2018 8:15,Fingerpint,1,
14,14,11/17/2018 8:19,Fingerpint,1,
14,14,11/19/2018 8:18,Fingerpint,1,
15,15,11/16/2018 6:06,Fingerpint,1,
15,15,11/16/2018 7:07,Fingerpint,1,
21,21,11/16/2018 7:45,Fingerpint,1,
24,24,10/22/2018 8:12,Fingerpint,1,
24,24,10/22/2018 18:15,Fingerpint,1,
24,24,10/23/2018 8:04,Fingerpint,1,
24,24,10/23/2018 18:34,Fingerpint,1,
24,24,10/25/2018 7:56,Fingerpint,1,
24,24,10/25/2018 18:33,Fingerpint,1,
24,24,10/26/2018 8:10,Fingerpint,1,
24,24,10/26/2018 18:10,Fingerpint,1,
24,24,10/27/2018 8:15,Fingerpint,1,
24,24,10/27/2018 14:27,Fingerpint,1,
24,24,10/30/2018 8:12,Fingerpint,1,
24,24,10/30/2018 18:24,Fingerpint,1,
24,24,10/31/2018 8:18,Fingerpint,1,
24,24,10/31/2018 18:42,Fingerpint,1,
24,24,11/1/2018 9:20,Fingerpint,1,
24,24,11/1/2018 17:48,Fingerpint,1,
24,24,11/2/2018 8:21,Fingerpint,1,
24,24,11/2/2018 19:16,Fingerpint,1,
24,24,11/3/2018 7:59,Fingerpint,1,
24,24,11/3/2018 14:06,Fingerpint,1,
24,24,11/5/2018 8:09,Fingerpint,1,
24,24,11/5/2018 18:08,Fingerpint,1,
24,24,11/6/2018 8:23,Fingerpint,1,
24,24,11/6/2018 18:00,Fingerpint,1,
24,24,11/7/2018 7:39,Fingerpint,1,
24,24,11/7/2018 18:47,Fingerpint,1,
24,24,11/8/2018 8:22,Fingerpint,1,
24,24,11/8/2018 17:59,Fingerpint,1,
24,24,11/9/2018 8:17,Fingerpint,1,
24,24,11/9/2018 17:56,Fingerpint,1,
24,24,11/10/2018 8:15,Fingerpint,1,
24,24,11/10/2018 13:14,Fingerpint,1,
24,24,11/12/2018 8:16,Fingerpint,1,
24,24,11/12/2018 18:42,Fingerpint,1,
24,24,11/13/2018 8:02,Fingerpint,1,
24,24,11/13/2018 18:26,Fingerpint,1,
24,24,11/14/2018 8:20,Fingerpint,1,
24,24,11/15/2018 8:28,Fingerpint,1,
24,24,11/16/2018 8:01,Fingerpint,1,
24,24,11/16/2018 17:01,Fingerpint,1,
24,24,11/17/2018 8:28,Fingerpint,1,
24,24,11/17/2018 13:30,Fingerpint,1,
24,24,11/19/2018 8:15,Fingerpint,1,
25,25,10/22/2018 8:14,Fingerpint,1,13183023
25,25,10/22/2018 17:31,Fingerpint,1,13183023
25,25,10/23/2018 8:05,Fingerpint,1,13183023
25,25,10/23/2018 9:24,Fingerpint,1,13183023
25,25,10/23/2018 10:41,Fingerpint,1,13183023
25,25,10/23/2018 17:52,Fingerpint,1,13183023
25,25,10/25/2018 8:16,Fingerpint,1,13183023
25,25,10/25/2018 17:44,Fingerpint,1,13183023
25,25,10/26/2018 8:20,Fingerpint,1,13183023
25,25,10/26/2018 17:44,Fingerpint,1,13183023
25,25,10/27/2018 8:14,Fingerpint,1,13183023
25,25,10/27/2018 13:24,Fingerpint,1,13183023
25,25,10/29/2018 8:18,Fingerpint,1,13183023
25,25,10/29/2018 18:00,Fingerpint,1,13183023
25,25,10/30/2018 8:23,Fingerpint,1,13183023
25,25,10/30/2018 17:58,Fingerpint,1,13183023
25,25,10/31/2018 8:34,Fingerpint,1,13183023
25,25,10/31/2018 17:46,Fingerpint,1,13183023
25,25,11/1/2018 8:22,Fingerpint,1,13183023
25,25,11/1/2018 17:24,Fingerpint,1,13183023
25,25,11/2/2018 8:19,Fingerpint,1,13183023
25,25,11/2/2018 18:44,Fingerpint,1,13183023
25,25,11/3/2018 8:23,Fingerpint,1,13183023
25,25,11/3/2018 13:41,Fingerpint,1,13183023
25,25,11/5/2018 8:01,Fingerpint,1,13183023
25,25,11/5/2018 17:27,Fingerpint,1,13183023
25,25,11/6/2018 7:54,Fingerpint,1,13183023
25,25,11/6/2018 17:40,Fingerpint,1,13183023
25,25,11/7/2018 7:50,Fingerpint,1,13183023
25,25,11/7/2018 17:52,Fingerpint,1,13183023
25,25,11/8/2018 8:05,Fingerpint,1,13183023
25,25,11/8/2018 17:22,Fingerpint,1,13183023
25,25,11/9/2018 8:16,Fingerpint,1,13183023
25,25,11/9/2018 17:29,Fingerpint,1,13183023
25,25,11/10/2018 8:17,Fingerpint,1,13183023
25,25,11/10/2018 13:19,Fingerpint,1,13183023
25,25,11/12/2018 7:59,Fingerpint,1,13183023
25,25,11/12/2018 11:04,Fingerpint,1,13183023
25,25,11/12/2018 11:17,Fingerpint,1,13183023
25,25,11/12/2018 18:40,Fingerpint,1,13183023
25,25,11/13/2018 8:22,Fingerpint,1,13183023
25,25,11/13/2018 17:13,Fingerpint,1,13183023
25,25,11/14/2018 8:12,Fingerpint,1,13183023
25,25,11/14/2018 17:36,Fingerpint,1,13183023
25,25,11/15/2018 8:16,Fingerpint,1,13183023
25,25,11/15/2018 18:19,Fingerpint,1,13183023
25,25,11/16/2018 3:00,Fingerpint,1,13183023
25,25,11/16/2018 17:02,Fingerpint,1,13183023
25,25,11/17/2018 8:20,Fingerpint,1,13183023
25,25,11/17/2018 14:00,Fingerpint,1,13183023
25,25,11/19/2018 8:06,Fingerpint,1,13183023
25,25,11/19/2018 17:50,Fingerpint,1,13183023
27,27,10/22/2018 17:16,Fingerpint,1,
27,27,10/23/2018 8:30,Fingerpint,1,
27,27,10/23/2018 17:23,Fingerpint,1,
27,27,10/25/2018 8:35,Fingerpint,1,
27,27,10/25/2018 17:43,Fingerpint,1,
27,27,10/26/2018 8:27,Fingerpint,1,
27,27,10/26/2018 17:13,Fingerpint,1,
27,27,10/27/2018 8:59,Fingerpint,1,
27,27,10/29/2018 8:35,Fingerpint,1,
27,27,10/29/2018 17:25,Fingerpint,1,
27,27,10/30/2018 8:35,Fingerpint,1,
27,27,10/30/2018 17:12,Fingerpint,1,
27,27,11/1/2018 8:33,Fingerpint,1,
27,27,11/1/2018 17:18,Fingerpint,1,
27,27,11/2/2018 8:28,Fingerpint,1,
27,27,11/2/2018 17:15,Fingerpint,1,
27,27,11/3/2018 8:32,Fingerpint,1,
27,27,11/3/2018 13:03,Fingerpint,1,
27,27,11/5/2018 8:33,Fingerpint,1,
27,27,11/5/2018 17:17,Fingerpint,1,
27,27,11/6/2018 8:29,Fingerpint,1,
27,27,11/6/2018 17:27,Fingerpint,1,
27,27,11/7/2018 7:57,Fingerpint,1,
27,27,11/7/2018 17:25,Fingerpint,1,
27,27,11/8/2018 8:38,Fingerpint,1,
27,27,11/8/2018 17:22,Fingerpint,1,
27,27,11/10/2018 8:36,Fingerpint,1,
27,27,11/10/2018 13:04,Fingerpint,1,
27,27,11/13/2018 8:32,Fingerpint,1,
27,27,11/13/2018 17:27,Fingerpint,1,
27,27,11/14/2018 8:38,Fingerpint,1,
27,27,11/14/2018 17:09,Fingerpint,1,
27,27,11/15/2018 8:29,Fingerpint,1,
27,27,11/16/2018 8:10,Fingerpint,1,
27,27,11/19/2018 8:36,Fingerpint,1,
28,28,10/22/2018 8:15,Fingerpint,1,
28,28,10/22/2018 17:47,Fingerpint,1,
28,28,10/23/2018 8:20,Fingerpint,1,
28,28,10/23/2018 17:51,Fingerpint,1,
28,28,10/25/2018 7:58,Fingerpint,1,
28,28,10/25/2018 17:51,Fingerpint,1,
28,28,10/26/2018 8:08,Fingerpint,1,
28,28,10/26/2018 17:41,Fingerpint,1,
28,28,10/27/2018 8:09,Fingerpint,1,
28,28,10/27/2018 16:45,Fingerpint,1,
28,28,10/29/2018 8:30,Fingerpint,1,
28,28,10/29/2018 18:26,Fingerpint,1,
28,28,10/30/2018 18:17,Fingerpint,1,
28,28,10/31/2018 15:18,Fingerpint,1,
28,28,10/31/2018 16:19,Fingerpint,1,
28,28,10/31/2018 17:51,Fingerpint,1,
28,28,11/1/2018 7:57,Fingerpint,1,
28,28,11/1/2018 12:00,Fingerpint,1,
28,28,11/1/2018 13:00,Fingerpint,1,
28,28,11/1/2018 17:38,Fingerpint,1,
28,28,11/2/2018 8:11,Fingerpint,1,
28,28,11/2/2018 17:48,Fingerpint,1,
28,28,11/3/2018 8:14,Fingerpint,1,
28,28,11/3/2018 16:22,Fingerpint,1,
28,28,11/5/2018 8:11,Fingerpint,1,
28,28,11/5/2018 17:39,Fingerpint,1,
28,28,11/6/2018 8:35,Fingerpint,1,
28,28,11/6/2018 18:01,Fingerpint,1,
28,28,11/7/2018 7:39,Fingerpint,1,
28,28,11/7/2018 18:12,Fingerpint,1,
28,28,11/8/2018 8:07,Fingerpint,1,
28,28,11/8/2018 17:22,Fingerpint,1,
28,28,11/9/2018 12:22,Fingerpint,1,
28,28,11/9/2018 17:34,Fingerpint,1,
28,28,11/10/2018 8:11,Fingerpint,1,
28,28,11/10/2018 14:03,Fingerpint,1,
28,28,11/13/2018 8:07,Fingerpint,1,
28,28,11/13/2018 17:41,Fingerpint,1,
28,28,11/14/2018 8:13,Fingerpint,1,
28,28,11/14/2018 17:42,Fingerpint,1,
28,28,11/15/2018 8:15,Fingerpint,1,
28,28,11/15/2018 18:19,Fingerpint,1,
28,28,11/16/2018 7:45,Fingerpint,1,
28,28,11/16/2018 17:01,Fingerpint,1,
28,28,11/17/2018 8:15,Fingerpint,1,
28,28,11/17/2018 13:41,Fingerpint,1,
28,28,11/19/2018 8:11,Fingerpint,1,
28,28,11/19/2018 17:41,Fingerpint,1,
30,30,10/22/2018 8:02,Fingerpint,1,
30,30,10/22/2018 17:31,Fingerpint,1,
30,30,10/23/2018 8:15,Fingerpint,1,
30,30,10/23/2018 17:32,Fingerpint,1,
30,30,10/25/2018 8:11,Fingerpint,1,
30,30,10/25/2018 17:41,Fingerpint,1,
30,30,10/26/2018 8:09,Fingerpint,1,
30,30,10/26/2018 17:35,Fingerpint,1,
30,30,10/27/2018 8:14,Fingerpint,1,
30,30,10/27/2018 13:53,Fingerpint,1,
30,30,10/29/2018 8:11,Fingerpint,1,
30,30,10/29/2018 17:36,Fingerpint,1,
30,30,10/30/2018 8:12,Fingerpint,1,
30,30,10/30/2018 17:44,Fingerpint,1,
30,30,10/31/2018 8:01,Fingerpint,1,
30,30,10/31/2018 17:40,Fingerpint,1,
30,30,11/1/2018 8:04,Fingerpint,1,
30,30,11/1/2018 17:33,Fingerpint,1,
30,30,11/2/2018 8:09,Fingerpint,1,
30,30,11/2/2018 18:45,Fingerpint,1,
30,30,11/5/2018 8:12,Fingerpint,1,
30,30,11/5/2018 17:31,Fingerpint,1,
30,30,11/6/2018 8:15,Fingerpint,1,
30,30,11/6/2018 17:40,Fingerpint,1,
30,30,11/7/2018 7:48,Fingerpint,1,
30,30,11/7/2018 13:53,Fingerpint,1,
30,30,11/7/2018 14:17,Fingerpint,1,
30,30,11/7/2018 17:39,Fingerpint,1,
30,30,11/8/2018 8:10,Fingerpint,1,
30,30,11/8/2018 17:33,Fingerpint,1,
30,30,11/9/2018 8:09,Fingerpint,1,
30,30,11/9/2018 17:33,Fingerpint,1,
30,30,11/10/2018 8:08,Fingerpint,1,
30,30,11/10/2018 13:31,Fingerpint,1,
30,30,11/12/2018 8:11,Fingerpint,1,
30,30,11/12/2018 17:33,Fingerpint,1,
30,30,11/13/2018 8:15,Fingerpint,1,
30,30,11/13/2018 17:31,Fingerpint,1,
30,30,11/14/2018 8:10,Fingerpint,1,
30,30,11/14/2018 17:41,Fingerpint,1,
30,30,11/15/2018 8:13,Fingerpint,1,
30,30,11/15/2018 18:19,Fingerpint,1,
30,30,11/16/2018 7:45,Fingerpint,1,
30,30,11/16/2018 17:01,Fingerpint,1,
30,30,11/17/2018 8:09,Fingerpint,1,
30,30,11/17/2018 13:32,Fingerpint,1,
30,30,11/19/2018 8:10,Fingerpint,1,
30,30,11/19/2018 17:33,Fingerpint,1,
31,31,10/22/2018 8:24,Fingerpint,1,
31,31,10/22/2018 16:09,Fingerpint,1,
31,31,10/23/2018 8:21,Fingerpint,1,
31,31,10/23/2018 16:17,Fingerpint,1,
31,31,10/26/2018 8:38,Fingerpint,1,
31,31,10/26/2018 16:04,Fingerpint,1,
31,31,10/27/2018 8:31,Fingerpint,1,
31,31,10/27/2018 12:34,Fingerpint,1,
31,31,10/29/2018 8:36,Fingerpint,1,
31,31,10/29/2018 12:30,Fingerpint,1,
31,31,10/29/2018 13:36,Fingerpint,1,
31,31,10/29/2018 16:17,Fingerpint,1,
31,31,10/30/2018 8:24,Fingerpint,1,
31,31,10/30/2018 16:28,Fingerpint,1,
31,31,10/31/2018 8:35,Fingerpint,1,
31,31,10/31/2018 15:18,Fingerpint,1,
31,31,10/31/2018 16:17,Fingerpint,1,
31,31,10/31/2018 17:06,Fingerpint,1,
31,31,11/1/2018 8:36,Fingerpint,1,
31,31,11/1/2018 17:09,Fingerpint,1,
31,31,11/2/2018 8:31,Fingerpint,1,
31,31,11/2/2018 17:04,Fingerpint,1,
31,31,11/6/2018 8:26,Fingerpint,1,
31,31,11/6/2018 14:30,Fingerpint,1,
31,31,11/6/2018 14:41,Fingerpint,1,
31,31,11/6/2018 17:05,Fingerpint,1,
31,31,11/7/2018 7:57,Fingerpint,1,
31,31,11/7/2018 17:06,Fingerpint,1,
31,31,11/8/2018 8:32,Fingerpint,1,
31,31,11/8/2018 17:09,Fingerpint,1,
31,31,11/9/2018 8:31,Fingerpint,1,
31,31,11/9/2018 17:08,Fingerpint,1,
31,31,11/10/2018 8:33,Fingerpint,1,
31,31,11/10/2018 11:22,Fingerpint,1,
31,31,11/10/2018 12:06,Fingerpint,1,
31,31,11/10/2018 13:17,Fingerpint,1,
31,31,11/13/2018 8:32,Fingerpint,1,
31,31,11/13/2018 17:07,Fingerpint,1,
31,31,11/15/2018 8:16,Fingerpint,1,
31,31,11/15/2018 18:20,Fingerpint,1,
31,31,11/16/2018 8:31,Fingerpint,1,
31,31,11/16/2018 17:01,Fingerpint,1,
31,31,11/17/2018 8:31,Fingerpint,1,
31,31,11/17/2018 13:08,Fingerpint,1,
31,31,11/19/2018 8:32,Fingerpint,1,
31,31,11/19/2018 17:03,Fingerpint,1,
33,33,10/22/2018 7:45,Fingerpint,1,
33,33,10/22/2018 18:11,Fingerpint,1,
33,33,10/23/2018 8:16,Fingerpint,1,
33,33,10/23/2018 11:26,Fingerpint,1,
33,33,10/23/2018 11:48,Fingerpint,1,
33,33,10/23/2018 18:24,Fingerpint,1,
33,33,10/25/2018 8:03,Fingerpint,1,
33,33,10/25/2018 18:12,Fingerpint,1,
