Ac-No,Name,sTime,Verify Mod,Machine,Exception
4,4,8/21/2018 8:36,Fingerpint,1,
4,4,8/23/2018 8:25,Fingerpint,1,
4,4,8/27/2018 8:29,Fingerpint,1,
4,4,9/3/2018 7:17,Fingerpint,1,
6,6,8/21/2018 8:12,Fingerpint,1,
6,6,8/22/2018 8:30,Fingerpint,1,
6,6,8/22/2018 18:04,Fingerpint,1,
6,6,8/23/2018 8:25,Fingerpint,1,
6,6,8/24/2018 8:02,Fingerpint,1,
6,6,8/24/2018 18:07,Fingerpint,1,
6,6,8/27/2018 8:07,Fingerpint,1,
6,6,8/27/2018 19:31,Fingerpint,1,
6,6,8/28/2018 8:06,Fingerpint,1,
6,6,8/29/2018 8:10,Fingerpint,1,
6,6,8/30/2018 8:12,Fingerpint,1,
6,6,8/31/2018 8:18,Fingerpint,1,
6,6,8/31/2018 17:20,Fingerpint,1,
6,6,9/1/2018 8:20,Fingerpint,1,
6,6,9/3/2018 7:21,Fingerpint,1,
6,6,9/3/2018 18:08,Fingerpint,1,
7,7,8/21/2018 8:36,Fingerpint,1,
7,7,8/22/2018 8:43,Fingerpint,1,
7,7,8/23/2018 8:29,Fingerpint,1,
7,7,8/29/2018 8:34,Fingerpint,1,
7,7,8/30/2018 8:44,Fingerpint,1,
7,7,9/1/2018 8:41,Fingerpint,1,
7,7,9/3/2018 7:51,Fingerpint,1,
7,7,9/4/2018 8:29,Fingerpint,1,
9,9,8/21/2018 8:27,Fingerpint,1,
9,9,8/23/2018 8:43,Fingerpint,1,
9,9,8/29/2018 8:43,Fingerpint,1,
9,9,8/31/2018 8:40,Fingerpint,1,
9,9,9/3/2018 7:23,Fingerpint,1,
9,9,9/4/2018 7:50,Fingerpint,1,
13,13,8/21/2018 8:34,Fingerpint,1,
13,13,8/22/2018 8:24,Fingerpint,1,
13,13,8/23/2018 8:45,Fingerpint,1,
13,13,8/24/2018 8:27,Fingerpint,1,
13,13,8/27/2018 8:29,Fingerpint,1,
13,13,8/30/2018 8:30,Fingerpint,1,
13,13,9/3/2018 7:23,Fingerpint,1,
14,14,8/27/2018 8:25,Fingerpint,1,
14,14,9/3/2018 7:27,Fingerpint,1,
16,16,8/21/2018 8:34,Fingerpint,1,
16,16,8/22/2018 8:39,Fingerpint,1,
16,16,8/23/2018 8:41,Fingerpint,1,
16,16,8/24/2018 8:42,Fingerpint,1,
16,16,8/27/2018 8:38,Fingerpint,1,
16,16,8/28/2018 8:32,Fingerpint,1,
16,16,8/29/2018 8:44,Fingerpint,1,
16,16,8/30/2018 8:39,Fingerpint,1,
16,16,8/31/2018 8:38,Fingerpint,1,
16,16,9/3/2018 7:24,Fingerpint,1,
16,16,9/4/2018 8:46,Fingerpint,1,
24,24,8/21/2018 8:28,Fingerpint,1,
24,24,8/21/2018 17:48,Fingerpint,1,
24,24,8/22/2018 8:20,Fingerpint,1,
24,24,8/22/2018 15:42,Fingerpint,1,
24,24,8/27/2018 7:57,Fingerpint,1,
24,24,8/27/2018 19:56,Fingerpint,1,
24,24,8/28/2018 7:47,Fingerpint,1,
24,24,8/28/2018 17:21,Fingerpint,1,
24,24,8/29/2018 8:25,Fingerpint,1,
24,24,8/29/2018 17:12,Fingerpint,1,
24,24,8/30/2018 8:31,Fingerpint,1,
24,24,8/30/2018 18:51,Fingerpint,1,
24,24,8/31/2018 8:37,Fingerpint,1,
24,24,9/1/2018 8:27,Fingerpint,1,
24,24,9/1/2018 14:48,Fingerpint,1,
24,24,9/3/2018 7:33,Fingerpint,1,
24,24,9/3/2018 18:12,Fingerpint,1,
24,24,9/4/2018 7:55,Fingerpint,1,
24,24,9/4/2018 18:22,Fingerpint,1,
25,25,8/21/2018 8:11,Fingerpint,1,13183023
25,25,8/21/2018 17:45,Fingerpint,1,13183023
25,25,8/22/2018 8:24,Fingerpint,1,13183023
25,25,8/22/2018 17:24,Fingerpint,1,13183023
25,25,8/24/2018 8:15,Fingerpint,1,13183023
25,25,8/24/2018 10:36,IDCard,1,13183023
25,25,8/24/2018 17:56,Fingerpint,1,13183023
25,25,8/27/2018 8:01,Fingerpint,1,13183023
25,25,8/27/2018 16:09,Fingerpint,1,13183023
25,25,8/27/2018 17:53,Fingerpint,1,13183023
25,25,8/27/2018 18:18,Fingerpint,1,13183023
25,25,8/28/2018 8:18,Fingerpint,1,13183023
25,25,8/28/2018 17:40,Fingerpint,1,13183023
25,25,8/29/2018 8:07,Fingerpint,1,13183023
25,25,8/29/2018  17:17:00 PM,Fingerpint,1,13183023
25,25,8/30/2018 8:17,Fingerpint,1,13183023
25,25,8/30/2018 8:18,Fingerpint,1,13183023
25,25,8/30/2018 17:48,Fingerpint,1,13183023
25,25,9/1/2018 7:32,Fingerpint,1,13183023
25,25,9/1/2018 13:23,Fingerpint,1,13183023
25,25,9/3/2018 7:18,Fingerpint,1,13183023
25,25,9/3/2018 17:44,Fingerpint,1,13183023
25,25,9/4/2018 8:20,Fingerpint,1,13183023
25,25,9/4/2018 18:21,Fingerpint,1,13183023
27,27,8/21/2018 8:24,Fingerpint,1,
27,27,8/21/2018 17:26,Fingerpint,1,
27,27,8/22/2018 8:33,Fingerpint,1,
27,27,8/22/2018 17:42,Fingerpint,1,
27,27,8/23/2018 8:39,Fingerpint,1,
27,27,8/23/2018 17:19,Fingerpint,1,
27,27,8/24/2018 8:45,Fingerpint,1,
27,27,8/24/2018 17:01,Fingerpint,1,
27,27,8/27/2018 8:32,Fingerpint,1,
27,27,8/27/2018 17:25,Fingerpint,1,
27,27,8/28/2018 8:34,Fingerpint,1,
27,27,8/28/2018 17:34,Fingerpint,1,
27,27,8/29/2018 8:39,Fingerpint,1,
27,27,8/29/2018 17:02,Fingerpint,1,
27,27,8/30/2018 8:33,Fingerpint,1,
27,27,8/31/2018 8:44,Fingerpint,1,
27,27,8/31/2018 17:03,Fingerpint,1,
27,27,9/1/2018 8:33,Fingerpint,1,
27,27,9/1/2018 13:36,Fingerpint,1,
27,27,9/3/2018 7:26,Fingerpint,1,
27,27,9/3/2018 17:53,Fingerpint,1,
28,28,8/21/2018 8:12,Fingerpint,1,
28,28,8/21/2018 17:34,Fingerpint,1,
28,28,8/22/2018 8:11,Fingerpint,1,
28,28,8/22/2018 18:04,Fingerpint,1,
28,28,8/23/2018 8:03,Fingerpint,1,
28,28,8/23/2018 17:34,Fingerpint,1,
28,28,8/24/2018 8:04,Fingerpint,1,
28,28,8/24/2018 18:03,Fingerpint,1,
28,28,8/27/2018 8:14,Fingerpint,1,
28,28,8/27/2018 17:25,Fingerpint,1,
28,28,8/28/2018 8:34,Fingerpint,1,
28,28,8/28/2018 17:12,Fingerpint,1,
28,28,8/29/2018 8:39,Fingerpint,1,
28,28,8/29/2018 17:06,Fingerpint,1,
28,28,8/30/2018 7:58,Fingerpint,1,
28,28,8/31/2018 8:19,Fingerpint,1,
28,28,8/31/2018 17:34,Fingerpint,1,
28,28,9/1/2018 8:06,Fingerpint,1,
28,28,9/1/2018 14:30,Fingerpint,1,
28,28,9/3/2018 7:18,Fingerpint,1,
28,28,9/3/2018 17:55,Fingerpint,1,
28,28,9/4/2018 7:46,Fingerpint,1,
28,28,9/4/2018 12:39,Fingerpint,1,
28,28,9/4/2018 13:07,Fingerpint,1,
28,28,9/4/2018 18:04,Fingerpint,1,
30,30,8/21/2018 8:11,Fingerpint,1,
30,30,8/21/2018 17:36,Fingerpint,1,
30,30,8/22/2018 8:08,Fingerpint,1,
30,30,8/22/2018 17:32,Fingerpint,1,
30,30,8/23/2018 8:01,Fingerpint,1,
30,30,8/23/2018 17:32,Fingerpint,1,
30,30,8/24/2018 8:14,Fingerpint,1,
30,30,8/24/2018 17:31,Fingerpint,1,
30,30,8/27/2018 8:10,Fingerpint,1,
30,30,8/27/2018 17:32,Fingerpint,1,
30,30,8/28/2018 8:10,Fingerpint,1,
30,30,8/28/2018 17:34,Fingerpint,1,
30,30,8/29/2018 8:16,Fingerpint,1,
30,30,8/29/2018 17:30,Fingerpint,1,
30,30,8/30/2018 8:13,Fingerpint,1,
30,30,8/30/2018 17:33,Fingerpint,1,
30,30,8/31/2018 8:18,Fingerpint,1,
30,30,9/1/2018 8:08,Fingerpint,1,
30,30,9/1/2018 13:52,Fingerpint,1,
30,30,9/3/2018 7:18,Fingerpint,1,
30,30,9/3/2018 17:32,Fingerpint,1,
30,30,9/4/2018 8:06,Fingerpint,1,
30,30,9/4/2018 17:32,Fingerpint,1,
31,31,8/21/2018 8:28,Fingerpint,1,
31,31,8/21/2018 16:10,Fingerpint,1,
31,31,8/22/2018 8:23,Fingerpint,1,
31,31,8/22/2018 16:08,Fingerpint,1,
31,31,8/23/2018 8:31,Fingerpint,1,
31,31,8/23/2018 16:10,Fingerpint,1,
31,31,8/24/2018 8:36,Fingerpint,1,
31,31,8/24/2018 16:14,Fingerpint,1,
31,31,8/27/2018 8:28,Fingerpint,1,
31,31,8/27/2018 11:57,Fingerpint,1,
31,31,8/27/2018 12:56,Fingerpint,1,
31,31,8/27/2018 16:10,Fingerpint,1,
31,31,8/28/2018 8:31,Fingerpint,1,
31,31,8/28/2018 8:45,Fingerpint,1,
31,31,8/28/2018 9:06,Fingerpint,1,
31,31,8/28/2018 16:16,Fingerpint,1,
31,31,8/29/2018 8:28,Fingerpint,1,
31,31,8/29/2018 16:12,Fingerpint,1,
31,31,8/30/2018 8:34,Fingerpint,1,
31,31,8/30/2018 12:37,Fingerpint,1,
31,31,8/30/2018 13:15,Fingerpint,1,
31,31,8/30/2018 16:29,Fingerpint,1,
31,31,8/31/2018 8:34,Fingerpint,1,
31,31,8/31/2018 16:16,Fingerpint,1,
31,31,9/1/2018 8:35,Fingerpint,1,
31,31,9/1/2018 12:22,Fingerpint,1,
31,31,9/3/2018 7:20,Fingerpint,1,
31,31,9/3/2018 16:11,Fingerpint,1,
31,31,9/4/2018 8:24,Fingerpint,1,
31,31,9/4/2018 16:15,Fingerpint,1,
33,33,8/21/2018 8:20,Fingerpint,1,
33,33,8/23/2018 8:21,Fingerpint,1,
33,33,8/24/2018 8:20,Fingerpint,1,
33,33,8/24/2018 17:44,Fingerpint,1,
33,33,8/27/2018 8:21,Fingerpint,1,
33,33,8/27/2018 18:18,Fingerpint,1,
33,33,8/28/2018 8:07,Fingerpint,1,
33,33,8/28/2018 16:18,Fingerpint,1,
33,33,8/28/2018 17:11,Fingerpint,1,
33,33,8/28/2018 17:22,Fingerpint,1,
33,33,8/29/2018 8:16,Fingerpint,1,
33,33,8/29/2018 17:31,Fingerpint,1,
33,33,8/29/2018 17:33,Fingerpint,1,
33,33,8/29/2018 17:34,Fingerpint,1,
33,33,8/30/2018 8:33,Fingerpint,1,
33,33,8/31/2018 8:38,Fingerpint,1,
33,33,8/31/2018 17:43,Fingerpint,1,
33,33,9/3/2018 7:46,Fingerpint,1,
33,33,9/4/2018 8:06,Fingerpint,1,
33,33,9/4/2018 17:42,Fingerpint,1,
34,34,8/21/2018 8:37,Fingerpint,1,
34,34,8/21/2018 14:20,Fingerpint,1,
34,34,8/21/2018 14:55,Fingerpint,1,
34,34,8/21/2018 17:55,Fingerpint,1,
34,34,8/23/2018 8:30,Fingerpint,1,
34,34,8/23/2018 10:08,Fingerpint,1,
34,34,8/23/2018 11:04,Fingerpint,1,
34,34,8/23/2018 17:06,Fingerpint,1,
34,34,8/24/2018 8:40,Fingerpint,1,
34,34,8/24/2018 12:46,Fingerpint,1,
34,34,8/27/2018 8:36,Fingerpint,1,
34,34,8/28/2018 8:33,Fingerpint,1,
34,34,8/28/2018 17:01,Fingerpint,1,
34,34,8/29/2018 8:35,Fingerpint,1,
34,34,8/29/2018 15:40,Fingerpint,1,
34,34,8/29/2018 15:53,Fingerpint,1,
34,34,8/29/2018 18:21,Fingerpint,1,
34,34,8/30/2018 8:20,Fingerpint,1,
34,34,8/30/2018 8:33,Fingerpint,1,
34,34,8/30/2018 9:41,Fingerpint,1,
34,34,8/30/2018 17:10,Fingerpint,1,
34,34,9/1/2018 8:35,Fingerpint,1,
