Ac-No,Name,sTime,Verify Mod,Machine,Exception
4,4,7/5/2018 7:56,Fingerpint,1,
4,4,7/6/2018 8:51,Fingerpint,1,
4,4,7/7/2018 9:16,Fingerpint,1,
4,4,7/9/2018 8:46,Fingerpint,1,
4,4,7/10/2018 8:56,Fingerpint,1,
4,4,7/11/2018 9:02,Fingerpint,1,
4,4,7/12/2018 8:06,Fingerpint,1,
4,4,7/13/2018 8:06,Fingerpint,1,
4,4,7/14/2018 8:33,Fingerpint,1,
5,5,7/5/2018 8:54,Fingerpint,1,
5,5,7/6/2018 8:45,Fingerpint,1,
5,5,7/7/2018 9:32,Fingerpint,1,
5,5,7/11/2018 9:02,Fingerpint,1,
5,5,7/12/2018 8:36,Fingerpint,1,
5,5,7/13/2018 8:42,Fingerpint,1,
5,5,7/14/2018 8:50,Fingerpint,1,
6,6,7/6/2018 8:02,Fingerpint,1,
6,6,7/7/2018 9:00,Fingerpint,1,
6,6,7/9/2018 8:10,Fingerpint,1,
6,6,7/10/2018 8:10,Fingerpint,1,
6,6,7/11/2018 8:09,Fingerpint,1,
6,6,7/12/2018 11:04,Fingerpint,1,
6,6,7/12/2018 19:11,Fingerpint,1,
6,6,7/13/2018 8:02,Fingerpint,1,
7,7,7/5/2018 8:26,Fingerpint,1,
7,7,7/6/2018 8:29,Fingerpint,1,
7,7,7/7/2018 8:23,Fingerpint,1,
7,7,7/9/2018 8:23,Fingerpint,1,
7,7,7/10/2018 8:40,Fingerpint,1,
7,7,7/11/2018 8:32,Fingerpint,1,
7,7,7/12/2018 8:35,Fingerpint,1,
7,7,7/13/2018 8:29,Fingerpint,1,
7,7,7/14/2018 8:31,Fingerpint,1,
8,8,7/5/2018 8:42,Fingerpint,1,
8,8,7/6/2018 8:26,Fingerpint,1,
8,8,7/7/2018 8:38,Fingerpint,1,
8,8,7/9/2018 8:41,Fingerpint,1,
8,8,7/10/2018 8:41,Fingerpint,1,
8,8,7/11/2018 8:10,Fingerpint,1,
8,8,7/12/2018 8:29,Fingerpint,1,
8,8,7/13/2018 8:14,Fingerpint,1,
8,8,7/14/2018 8:20,Fingerpint,1,
9,9,7/13/2018 8:05,Fingerpint,1,
13,13,7/5/2018 8:43,Fingerpint,1,
13,13,7/6/2018 8:40,Fingerpint,1,
13,13,7/7/2018 8:30,Fingerpint,1,
13,13,7/9/2018 8:50,Fingerpint,1,
13,13,7/10/2018 8:34,Fingerpint,1,
13,13,7/11/2018 8:30,Fingerpint,1,
13,13,7/12/2018 8:32,Fingerpint,1,
13,13,7/13/2018 8:42,Fingerpint,1,
13,13,7/14/2018 8:31,Fingerpint,1,
14,14,7/13/2018 8:13,Fingerpint,1,
16,16,7/5/2018 8:38,Fingerpint,1,
16,16,7/6/2018 8:21,Fingerpint,1,
16,16,7/7/2018 8:35,Fingerpint,1,
16,16,7/11/2018 8:25,Fingerpint,1,
16,16,7/12/2018 8:35,Fingerpint,1,
16,16,7/13/2018 8:33,Fingerpint,1,
16,16,7/14/2018 8:39,Fingerpint,1,
21,21,7/13/2018 8:27,Fingerpint,1,
24,24,7/5/2018 8:19,Fingerpint,1,
24,24,7/5/2018 18:25,Fingerpint,1,
24,24,7/6/2018 8:03,Fingerpint,1,
24,24,7/6/2018 18:19,Fingerpint,1,
24,24,7/9/2018 8:10,Fingerpint,1,
24,24,7/9/2018 18:58,Fingerpint,1,
24,24,7/10/2018 8:37,Fingerpint,1,
24,24,7/10/2018 17:29,Fingerpint,1,
24,24,7/11/2018 8:10,Fingerpint,1,
24,24,7/11/2018 19:59,Fingerpint,1,
24,24,7/12/2018 7:57,Fingerpint,1,
24,24,7/13/2018 8:14,Fingerpint,1,
24,24,7/13/2018 18:33,Fingerpint,1,
25,25,7/5/2018 8:04,Fingerpint,1,13183023
25,25,7/5/2018 17:34,Fingerpint,1,13183023
25,25,7/6/2018 8:08,Fingerpint,1,13183023
25,25,7/6/2018 17:28,Fingerpint,1,13183023
25,25,7/7/2018 8:25,Fingerpint,1,13183023
25,25,7/7/2018 13:35,Fingerpint,1,13183023
25,25,7/9/2018 10:21,Fingerpint,1,13183023
25,25,7/9/2018 17:22,Fingerpint,1,13183023
25,25,7/10/2018 10:38,IDCard,1,13183023
25,25,7/11/2018 7:56,Fingerpint,1,13183023
25,25,7/11/2018 18:02,Fingerpint,1,13183023
25,25,7/12/2018 8:24,Fingerpint,1,13183023
25,25,7/12/2018 10:56,Fingerpint,1,13183023
25,25,7/12/2018 11:44,Fingerpint,1,13183023
25,25,7/12/2018 17:39,Fingerpint,1,13183023
25,25,7/13/2018 8:26,Fingerpint,1,13183023
25,25,7/13/2018 17:24,Fingerpint,1,13183023
25,25,7/14/2018 8:18,Fingerpint,1,13183023
25,25,7/14/2018 13:24,Fingerpint,1,13183023
27,27,7/5/2018 8:32,Fingerpint,1,
27,27,7/5/2018 17:13,Fingerpint,1,
27,27,7/6/2018 8:24,Fingerpint,1,
27,27,7/6/2018 17:06,Fingerpint,1,
27,27,7/9/2018 8:37,Fingerpint,1,
27,27,7/9/2018 17:30,Fingerpint,1,
27,27,7/10/2018 8:27,Fingerpint,1,
27,27,7/10/2018 17:19,Fingerpint,1,
27,27,7/11/2018 8:28,Fingerpint,1,
27,27,7/11/2018 17:13,Fingerpint,1,
27,27,7/12/2018 8:39,Fingerpint,1,
27,27,7/12/2018 17:22,Fingerpint,1,
27,27,7/13/2018 8:31,Fingerpint,1,
27,27,7/13/2018 17:09,Fingerpint,1,
27,27,7/14/2018 8:27,Fingerpint,1,
27,27,7/14/2018 13:14,Fingerpint,1,
28,28,7/5/2018 8:02,Fingerpint,1,
28,28,7/5/2018 17:49,Fingerpint,1,
28,28,7/6/2018 8:08,Fingerpint,1,
28,28,7/6/2018 18:11,Fingerpint,1,
28,28,7/7/2018 8:18,Fingerpint,1,
28,28,7/7/2018 16:19,Fingerpint,1,
28,28,7/9/2018 8:15,Fingerpint,1,
28,28,7/9/2018 18:10,Fingerpint,1,
28,28,7/10/2018 7:53,Fingerpint,1,
28,28,7/10/2018 17:52,Fingerpint,1,
28,28,7/12/2018 8:07,Fingerpint,1,
28,28,7/12/2018 18:34,Fingerpint,1,
28,28,7/13/2018 8:18,Fingerpint,1,
28,28,7/13/2018 17:47,Fingerpint,1,
28,28,7/14/2018 8:24,Fingerpint,1,
28,28,7/14/2018 13:48,Fingerpint,1,
30,30,7/5/2018 8:13,Fingerpint,1,
30,30,7/5/2018 17:33,Fingerpint,1,
30,30,7/6/2018 8:13,Fingerpint,1,
30,30,7/6/2018 17:31,Fingerpint,1,
30,30,7/7/2018 7:57,Fingerpint,1,
30,30,7/7/2018 13:30,Fingerpint,1,
30,30,7/9/2018 7:57,Fingerpint,1,
30,30,7/9/2018 17:35,Fingerpint,1,
30,30,7/10/2018 8:13,Fingerpint,1,
30,30,7/10/2018 17:33,Fingerpint,1,
30,30,7/11/2018 8:12,Fingerpint,1,
30,30,7/11/2018 17:33,Fingerpint,1,
30,30,7/12/2018 8:16,Fingerpint,1,
30,30,7/12/2018 17:31,Fingerpint,1,
30,30,7/13/2018 8:13,Fingerpint,1,
30,30,7/13/2018 15:01,Fingerpint,1,
31,31,7/5/2018 8:34,Fingerpint,1,
31,31,7/5/2018 16:19,Fingerpint,1,
31,31,7/6/2018 8:37,Fingerpint,1,
31,31,7/6/2018 16:13,Fingerpint,1,
31,31,7/7/2018 8:32,Fingerpint,1,
31,31,7/7/2018 12:27,Fingerpint,1,
31,31,7/9/2018 12:03,Fingerpint,1,
31,31,7/9/2018 16:26,Fingerpint,1,
31,31,7/10/2018 8:39,Fingerpint,1,
31,31,7/10/2018 16:16,Fingerpint,1,
31,31,7/11/2018 8:36,Fingerpint,1,
31,31,7/11/2018 16:14,Fingerpint,1,
31,31,7/12/2018 8:31,Fingerpint,1,
31,31,7/12/2018 16:10,Fingerpint,1,
31,31,7/13/2018 8:34,Fingerpint,1,
31,31,7/13/2018 16:20,Fingerpint,1,
31,31,7/14/2018 8:25,Fingerpint,1,
31,31,7/14/2018 12:21,Fingerpint,1,
33,33,7/5/2018 8:15,Fingerpint,1,
